Student ID,student_name,gender,grade,reading_score,math_score,school_name
28919,Patricia Smith,F,9th,58.37,44.09,Rodriguez High School
28920,David Jones,M,9th,93.38,72.81,Rodriguez High School
28921,Elizabeth Williams,M,10th,78.81,61.76,Rodriguez High School
28922,Joseph Wilson,F,11th,49.48,81.04,Rodriguez High School
28923,Robert Davis,F,10th,55.57,88.67,Rodriguez High School
28924,Thomas Martin,M,9th,75.36,53.74,Rodriguez High School
28925,Charles Brown,F,9th,54.37,67.9,Rodriguez High School
28926,Mary Johnson,M,12th,89.86,55.91,Rodriguez High School
28927,Mary Williams,F,12th,57.6,58.47,Rodriguez High School
28928,William Jones,M,9th,79.63,89.18,Rodriguez High School
28929,Karen Anderson,F,11th,80.5,92.31,Rodriguez High School
28930,Patricia Williams,F,9th,56.62,52.81,Rodriguez High School
28931,William Martinez,F,10th,76.93,74.26,Rodriguez High School
28932,Thomas Martin,M,11th,90.85,68.8,Rodriguez High School
28933,Linda Jackson,M,10th,69.12,70.56,Rodriguez High School
28934,Robert Hernandez,M,12th,92.25,47.07,Rodriguez High School
28935,Patricia Brown,M,11th,92.86,62.39,Rodriguez High School
28936,Joseph Davis,M,11th,63.34,79.31,Rodriguez High School
28937,Richard Martin,M,10th,77.68,64.83,Rodriguez High School
28938,Barbara Johnson,M,11th,54.07,100.0,Rodriguez High School
28939,James Wilson,M,10th,85.36,52.73,Rodriguez High School
28940,Karen Davis,F,10th,97.21,91.88,Rodriguez High School
28941,Jessica Jones,F,9th,95.24,85.33,Rodriguez High School
28942,Mary Anderson,F,9th,80.09,54.77,Rodriguez High School
28943,Patricia Brown,F,9th,57.02,56.19,Rodriguez High School
28944,Elizabeth Moore,M,12th,62.02,74.06,Rodriguez High School
28945,Michael Jones,F,10th,96.81,100.0,Rodriguez High School
28946,Patricia Anderson,F,11th,43.82,77.43,Rodriguez High School
28947,Sarah Taylor,F,12th,88.46,70.85,Rodriguez High School
28948,Jennifer Smith,M,12th,77.98,90.83,Rodriguez High School
28949,John Rodriguez,F,9th,86.36,75.37,Rodriguez High School
28950,Robert Garcia,F,11th,82.15,40.98,Rodriguez High School
28951,Richard Williams,M,11th,72.99,95.18,Rodriguez High School
28952,John Jones,F,12th,60.42,62.35,Rodriguez High School
28953,Barbara Martin,M,10th,87.6,56.15,Rodriguez High School
28954,Sarah Miller,M,12th,49.02,83.88,Rodriguez High School
28955,Karen Lopez,M,11th,77.12,59.75,Rodriguez High School
28956,Mary Thomas,F,10th,65.99,63.58,Rodriguez High School
28957,Mary Davis,F,10th,56.29,86.02,Rodriguez High School
28958,James Wilson,F,10th,78.97,85.99,Rodriguez High School
28959,Elizabeth Gonzalez,M,10th,100.0,54.56,Rodriguez High School
28960,Elizabeth Gonzalez,F,10th,54.6,68.48,Rodriguez High School
28961,Richard Smith,F,10th,60.85,96.0,Rodriguez High School
28962,Robert Thomas,F,11th,81.41,54.58,Rodriguez High School
28963,Jennifer Brown,F,9th,64.2,51.59,Rodriguez High School
28964,Elizabeth Hernandez,F,12th,80.82,43.39,Rodriguez High School
28965,Mary Rodriguez,M,9th,67.79,71.89,Rodriguez High School
28966,Susan Johnson,M,9th,77.21,67.54,Rodriguez High School
28967,Robert Lopez,F,12th,84.14,70.31,Rodriguez High School
28968,James Jackson,F,11th,81.53,54.23,Rodriguez High School
28969,Barbara Lopez,M,11th,61.93,61.05,Rodriguez High School
28970,Karen Jones,F,10th,77.16,64.09,Rodriguez High School
28971,Karen Johnson,M,9th,35.13,75.84,Rodriguez High School
28972,Susan Taylor,M,11th,68.62,50.61,Rodriguez High School
28973,Joseph Taylor,F,12th,82.8,63.94,Rodriguez High School
28974,Mary Davis,F,10th,44.99,32.16,Rodriguez High School
28975,Elizabeth Williams,F,9th,76.25,69.73,Rodriguez High School
28976,David Rodriguez,M,10th,49.0,78.51,Rodriguez High School
28977,Joseph Hernandez,M,9th,68.4,63.19,Rodriguez High School
28978,John Miller,M,12th,65.64,91.14,Rodriguez High School
28979,Michael Brown,F,9th,100.0,92.81,Rodriguez High School
28980,Jennifer Jackson,F,12th,80.22,89.51,Rodriguez High School
28981,Susan Brown,M,9th,77.67,29.09,Rodriguez High School
28982,Charles Jackson,F,11th,56.8,75.74,Rodriguez High School
28983,Thomas Jackson,M,10th,77.01,64.87,Rodriguez High School
28984,Barbara Taylor,M,12th,51.06,74.61,Rodriguez High School
28985,Joseph Rodriguez,M,10th,64.56,57.67,Rodriguez High School
28986,Karen Thomas,F,12th,71.21,78.63,Rodriguez High School
28987,Sarah Moore,F,11th,85.62,69.48,Rodriguez High School
28988,Patricia Brown,F,9th,84.86,66.81,Rodriguez High School
28989,James Jones,F,9th,67.08,91.47,Rodriguez High School
28990,Barbara Wilson,M,9th,42.37,52.91,Rodriguez High School
28991,Elizabeth Moore,M,10th,66.51,88.71,Rodriguez High School
28992,Elizabeth Thomas,F,10th,95.98,69.45,Rodriguez High School
28993,Jennifer Williams,F,10th,60.25,77.73,Rodriguez High School
28994,Karen Anderson,M,12th,73.23,81.22,Rodriguez High School
28995,Robert Garcia,F,9th,40.78,58.41,Rodriguez High School
28996,Barbara Smith,F,9th,50.88,43.73,Rodriguez High School
28997,Elizabeth Williams,M,9th,77.53,55.13,Rodriguez High School
28998,Robert Anderson,M,10th,96.91,53.5,Rodriguez High School
28999,Patricia Jackson,F,12th,64.53,64.73,Rodriguez High School
29000,Thomas Davis,F,12th,69.04,62.52,Rodriguez High School
29001,Robert Brown,F,9th,26.92,76.94,Rodriguez High School
29002,Charles Rodriguez,M,9th,53.59,74.97,Rodriguez High School
29003,Richard Taylor,M,11th,79.9,78.15,Rodriguez High School
29004,Linda Jackson,M,10th,78.83,64.62,Rodriguez High School
29005,David Wilson,F,12th,84.03,72.85,Rodriguez High School
29006,Sarah Jones,F,10th,82.44,71.71,Rodriguez High School
29007,Barbara Thomas,F,10th,83.95,85.8,Rodriguez High School
29008,Jessica Wilson,M,10th,86.14,95.26,Rodriguez High School
29009,Michael Rodriguez,M,11th,57.43,66.9,Rodriguez High School
29010,John Wilson,F,12th,38.76,91.4,Rodriguez High School
29011,James Wilson,F,11th,59.11,98.29,Rodriguez High School
29012,Karen Moore,M,12th,93.03,80.43,Rodriguez High School
29013,John Garcia,M,11th,56.84,78.15,Rodriguez High School
29014,Patricia Smith,F,11th,41.57,70.04,Rodriguez High School
29015,John Moore,F,12th,96.55,60.97,Rodriguez High School
29016,Karen Martin,M,9th,79.95,78.45,Rodriguez High School
29017,John Thomas,F,9th,83.98,80.26,Rodriguez High School
29018,Michael Rodriguez,F,11th,67.09,69.65,Rodriguez High School
29019,Mary Williams,M,9th,60.98,60.2,Rodriguez High School
29020,James Garcia,M,10th,81.77,86.63,Rodriguez High School
29021,Joseph Jones,F,9th,89.87,83.62,Rodriguez High School
29022,Richard Davis,M,9th,53.05,59.9,Rodriguez High School
29023,Richard Jackson,F,12th,36.47,61.4,Rodriguez High School
29024,William Williams,M,12th,56.65,71.24,Rodriguez High School
29025,Susan Miller,F,9th,75.16,59.18,Rodriguez High School
29026,Richard Rodriguez,M,9th,67.62,79.12,Rodriguez High School
29027,David Rodriguez,M,12th,68.33,66.79,Rodriguez High School
29028,David Wilson,F,11th,76.24,84.45,Rodriguez High School
29029,Joseph Taylor,F,12th,62.57,100.0,Rodriguez High School
29030,James Williams,M,9th,65.74,77.67,Rodriguez High School
29031,John Williams,M,9th,66.79,68.93,Rodriguez High School
29032,Patricia Taylor,F,10th,73.71,62.36,Rodriguez High School
29033,Karen Brown,F,12th,96.95,83.71,Rodriguez High School
29034,Richard Miller,F,11th,41.72,49.3,Rodriguez High School
29035,Patricia Davis,F,10th,60.29,96.9,Rodriguez High School
29036,David Jackson,M,9th,89.6,95.92,Rodriguez High School
29037,Michael Rodriguez,M,9th,76.99,33.78,Rodriguez High School
29038,Patricia Brown,F,10th,73.45,100.0,Rodriguez High School
29039,James Garcia,F,10th,87.0,64.95,Rodriguez High School
29040,John Williams,M,12th,64.24,74.92,Rodriguez High School
29041,James Miller,M,9th,100.0,82.58,Rodriguez High School
29042,William Williams,F,10th,75.15,63.56,Rodriguez High School
29043,Joseph Williams,F,12th,58.54,55.7,Rodriguez High School
29044,David Moore,M,9th,89.49,47.61,Rodriguez High School
29045,John Martin,M,9th,93.01,80.62,Rodriguez High School
29046,Michael Rodriguez,M,12th,47.13,86.81,Rodriguez High School
29047,Thomas Rodriguez,M,12th,53.62,77.27,Rodriguez High School
29048,Elizabeth Gonzalez,F,11th,50.15,43.21,Rodriguez High School
29049,Robert Wilson,F,10th,91.82,62.94,Rodriguez High School
29050,Patricia Wilson,M,11th,84.01,95.92,Rodriguez High School
29051,David Martinez,F,9th,74.82,79.58,Rodriguez High School
29052,Robert Lopez,M,11th,94.27,59.39,Rodriguez High School
29053,Joseph Gonzalez,M,12th,84.09,56.57,Rodriguez High School
29054,Linda Brown,F,12th,54.49,61.55,Rodriguez High School
29055,Richard Anderson,M,11th,100.0,72.37,Rodriguez High School
29056,William Garcia,M,9th,95.69,74.56,Rodriguez High School
29057,Sarah Rodriguez,F,9th,66.47,80.42,Rodriguez High School
29058,Jennifer Miller,M,11th,61.21,74.06,Rodriguez High School
29059,Barbara Brown,F,11th,99.09,75.31,Rodriguez High School
29060,David Williams,M,10th,45.76,78.38,Rodriguez High School
29061,Michael Johnson,M,11th,96.8,80.13,Rodriguez High School
29062,Elizabeth Williams,M,10th,69.71,63.69,Rodriguez High School
29063,Thomas Hernandez,F,12th,54.86,64.32,Rodriguez High School
29064,James Johnson,M,12th,95.04,99.37,Rodriguez High School
29065,Richard Wilson,F,11th,61.1,57.92,Rodriguez High School
29066,Thomas Johnson,F,12th,53.44,57.66,Rodriguez High School
29067,Thomas Jackson,F,10th,80.56,40.69,Rodriguez High School
29068,William Lopez,F,11th,78.16,33.67,Rodriguez High School
29069,Jessica Brown,M,9th,44.34,66.32,Rodriguez High School
29070,David Martin,M,12th,100.0,68.77,Rodriguez High School
29071,Patricia Johnson,F,9th,95.33,65.82,Rodriguez High School
29072,Elizabeth Rodriguez,M,11th,95.27,58.5,Rodriguez High School
29073,Thomas Lopez,M,12th,78.85,48.06,Rodriguez High School
29074,Patricia Rodriguez,F,11th,62.33,65.76,Rodriguez High School
29075,Susan Brown,M,11th,63.12,67.9,Rodriguez High School
29076,Mary Moore,F,9th,72.9,87.88,Rodriguez High School
29077,Richard Martinez,M,11th,84.73,77.01,Rodriguez High School
29078,Susan Rodriguez,F,9th,61.34,58.28,Rodriguez High School
29079,David Martin,F,12th,62.7,52.96,Rodriguez High School
29080,James Lopez,F,11th,71.07,56.81,Rodriguez High School
29081,Thomas Taylor,F,11th,81.85,87.35,Rodriguez High School
29082,Linda Taylor,M,12th,55.14,85.77,Rodriguez High School
29083,Karen Gonzalez,M,12th,73.2,49.91,Rodriguez High School
29084,Richard Anderson,M,11th,99.08,92.58,Rodriguez High School
29085,Sarah Gonzalez,M,12th,78.69,73.09,Rodriguez High School
29086,Linda Miller,M,12th,78.1,55.68,Rodriguez High School
29087,Charles Martinez,F,12th,70.1,68.35,Rodriguez High School
29088,Barbara Johnson,M,9th,90.36,80.2,Rodriguez High School
29089,Susan Martinez,M,10th,83.28,69.49,Rodriguez High School
29090,Thomas Gonzalez,M,11th,85.58,69.7,Rodriguez High School
29091,James Anderson,M,9th,81.69,100.0,Rodriguez High School
29092,James Anderson,M,11th,86.59,79.75,Rodriguez High School
29093,Karen Anderson,M,9th,71.47,78.28,Rodriguez High School
29094,Susan Gonzalez,M,9th,75.72,89.07,Rodriguez High School
29095,Mary Davis,F,10th,88.72,100.0,Rodriguez High School
29096,William Jackson,F,12th,83.31,53.74,Rodriguez High School
29097,Charles Rodriguez,F,11th,52.88,91.29,Rodriguez High School
29098,Michael Wilson,M,11th,74.19,75.99,Rodriguez High School
29099,Mary Lopez,F,12th,67.75,74.51,Rodriguez High School
29100,David Taylor,F,9th,100.0,59.86,Rodriguez High School
29101,Mary Lopez,M,12th,77.51,43.63,Rodriguez High School
29102,Joseph Davis,F,11th,90.81,75.53,Rodriguez High School
29103,Linda Moore,F,10th,74.71,63.12,Rodriguez High School
29104,Susan Martinez,M,11th,79.51,69.97,Rodriguez High School
29105,Patricia Thomas,M,9th,76.37,41.23,Rodriguez High School
29106,Jessica Taylor,F,9th,80.87,69.99,Rodriguez High School
29107,William Hernandez,M,12th,67.83,60.09,Rodriguez High School
29108,Richard Smith,F,9th,82.26,64.5,Rodriguez High School
29109,Michael Hernandez,F,11th,70.13,53.25,Rodriguez High School
29110,John Johnson,F,9th,92.48,54.15,Rodriguez High School
29111,Susan Martinez,F,12th,62.0,57.17,Rodriguez High School
29112,Karen Taylor,M,9th,67.68,71.84,Rodriguez High School
29113,Linda Anderson,M,11th,89.59,62.44,Rodriguez High School
29114,Jennifer Martin,F,12th,100.0,74.28,Rodriguez High School
29115,Mary Anderson,M,11th,86.48,79.41,Rodriguez High School
29116,Jessica Johnson,M,9th,71.09,76.51,Rodriguez High School
29117,Susan Martin,F,12th,62.21,61.49,Rodriguez High School
29118,James Rodriguez,M,12th,79.37,68.65,Rodriguez High School
29119,Thomas Wilson,F,12th,54.71,81.65,Rodriguez High School
29120,Elizabeth Gonzalez,F,9th,69.26,83.36,Rodriguez High School
29121,Richard Jackson,M,9th,78.73,92.69,Rodriguez High School
29122,Linda Miller,M,12th,88.35,58.83,Rodriguez High School
29123,Thomas Davis,M,9th,66.74,81.21,Rodriguez High School
29124,Patricia Miller,F,10th,79.93,49.48,Rodriguez High School
29125,Karen Taylor,M,10th,77.45,66.21,Rodriguez High School
29126,Robert Martin,F,9th,71.6,50.58,Rodriguez High School
29127,Patricia Jackson,F,11th,100.0,72.92,Rodriguez High School
29128,James Martinez,F,11th,76.78,72.29,Rodriguez High School
29129,Jennifer Lopez,M,10th,70.03,77.03,Rodriguez High School
29130,Thomas Jones,M,10th,56.46,70.58,Rodriguez High School
29131,William Rodriguez,F,12th,99.59,84.77,Rodriguez High School
29132,Robert Jackson,F,10th,87.91,73.82,Rodriguez High School
29133,David Lopez,M,11th,76.05,87.22,Rodriguez High School
29134,Robert Davis,M,10th,84.28,83.33,Rodriguez High School
29135,Thomas Davis,M,12th,61.02,67.74,Rodriguez High School
29136,Mary Moore,F,12th,100.0,68.41,Rodriguez High School
29137,Charles Martinez,M,11th,81.64,69.36,Rodriguez High School
29138,Michael Rodriguez,M,11th,59.73,59.55,Rodriguez High School
29139,Barbara Lopez,M,12th,82.67,60.92,Rodriguez High School
29140,Robert Hernandez,F,10th,70.65,66.95,Rodriguez High School
29141,Thomas Anderson,M,9th,77.09,63.32,Rodriguez High School
29142,David Anderson,F,9th,96.0,73.4,Rodriguez High School
29143,Jessica Jackson,M,11th,89.11,93.36,Rodriguez High School
29144,Barbara Williams,M,11th,59.67,39.33,Rodriguez High School
29145,Linda Hernandez,M,10th,71.98,94.76,Rodriguez High School
29146,James Brown,M,9th,59.07,77.06,Rodriguez High School
29147,Jennifer Martinez,M,10th,79.54,79.42,Rodriguez High School
29148,Joseph Davis,M,9th,82.24,78.63,Rodriguez High School
29149,Susan Johnson,F,11th,85.14,65.57,Rodriguez High School
29150,Karen Garcia,M,10th,71.7,41.9,Rodriguez High School
29151,John Johnson,F,11th,87.99,95.15,Rodriguez High School
29152,Susan Moore,M,10th,66.13,71.93,Rodriguez High School
29153,Joseph Brown,M,12th,48.54,100.0,Rodriguez High School
29154,Jessica Lopez,F,12th,90.03,72.89,Rodriguez High School
29155,Thomas Smith,M,10th,49.75,94.15,Rodriguez High School
29156,Karen Rodriguez,F,11th,73.39,67.13,Rodriguez High School
29157,Barbara Jones,F,12th,57.46,67.2,Rodriguez High School
29158,Thomas Williams,F,11th,49.14,44.88,Rodriguez High School
29159,Jennifer Williams,F,10th,88.56,60.49,Rodriguez High School
29160,Jennifer Gonzalez,M,9th,70.29,44.32,Rodriguez High School
29161,Charles Anderson,F,10th,66.67,92.26,Rodriguez High School
29162,Michael Gonzalez,M,12th,62.11,81.44,Rodriguez High School
29163,Karen Johnson,F,11th,72.74,90.74,Rodriguez High School
29164,Charles Jackson,F,11th,94.08,100.0,Rodriguez High School
29165,John Williams,M,10th,81.59,69.64,Rodriguez High School
29166,Jennifer Gonzalez,F,11th,79.89,69.64,Rodriguez High School
29167,Susan Garcia,M,10th,36.75,95.5,Rodriguez High School
29168,William Martinez,F,10th,97.8,46.81,Rodriguez High School
29169,Jessica Anderson,M,11th,76.77,73.41,Rodriguez High School
29170,Barbara Gonzalez,M,10th,82.8,40.01,Rodriguez High School
29171,Sarah Johnson,F,12th,68.11,70.81,Rodriguez High School
29172,Susan Taylor,F,11th,79.85,85.33,Rodriguez High School
29173,James Hernandez,M,10th,86.39,63.67,Rodriguez High School
29174,Susan Lopez,F,12th,69.43,81.42,Rodriguez High School
29175,Susan Taylor,M,9th,93.11,81.5,Rodriguez High School
29176,Barbara Garcia,F,10th,89.44,56.22,Rodriguez High School
29177,William Lopez,M,11th,49.19,100.0,Rodriguez High School
29178,Thomas Thomas,F,9th,65.34,74.01,Rodriguez High School
29179,Mary Moore,F,12th,66.69,89.02,Rodriguez High School
29180,Jessica Martinez,F,11th,58.08,70.91,Rodriguez High School
29181,Charles Brown,M,9th,85.41,53.62,Rodriguez High School
29182,Michael Thomas,M,10th,100.0,88.44,Rodriguez High School
29183,Charles Jones,M,9th,83.62,39.69,Rodriguez High School
29184,Robert Miller,F,11th,60.96,69.49,Rodriguez High School
29185,Thomas Smith,M,10th,70.25,52.02,Rodriguez High School
29186,John Thomas,M,12th,58.21,65.59,Rodriguez High School
29187,Mary Smith,F,12th,68.05,96.05,Rodriguez High School
29188,Michael Martinez,F,9th,77.94,60.25,Rodriguez High School
29189,John Moore,M,12th,57.72,85.55,Rodriguez High School
29190,John Miller,M,12th,53.02,71.24,Rodriguez High School
29191,Joseph Smith,M,9th,54.98,57.56,Rodriguez High School
29192,Charles Jones,M,10th,69.55,72.31,Rodriguez High School
29193,Michael Hernandez,F,11th,87.17,79.63,Rodriguez High School
29194,James Johnson,M,10th,54.27,36.76,Rodriguez High School
29195,Susan Martinez,M,10th,68.51,52.73,Rodriguez High School
29196,John Wilson,M,11th,36.67,78.65,Rodriguez High School
29197,Robert Taylor,M,9th,82.31,90.23,Rodriguez High School
29198,Michael Smith,F,9th,76.04,63.36,Rodriguez High School
29199,David Garcia,F,10th,77.2,74.1,Rodriguez High School
29200,Jessica Wilson,F,11th,81.71,82.78,Rodriguez High School
29201,Thomas Anderson,M,9th,83.55,36.71,Rodriguez High School
29202,Susan Miller,M,9th,72.02,67.53,Rodriguez High School
29203,Elizabeth Jackson,M,10th,73.48,70.99,Rodriguez High School
29204,Michael Anderson,M,10th,88.18,57.3,Rodriguez High School
29205,Susan Anderson,M,9th,67.32,43.64,Rodriguez High School
29206,Charles Thomas,F,11th,85.38,51.3,Rodriguez High School
29207,Mary Johnson,F,11th,90.96,64.84,Rodriguez High School
29208,James Thomas,F,10th,91.29,64.21,Rodriguez High School
29209,Charles Brown,M,11th,57.12,88.71,Rodriguez High School
29210,John Hernandez,M,11th,76.93,81.79,Rodriguez High School
29211,Thomas Jones,M,10th,42.88,54.27,Rodriguez High School
29212,William Smith,M,9th,52.84,84.35,Rodriguez High School
29213,William Brown,F,9th,61.15,73.42,Rodriguez High School
29214,Jessica Anderson,F,10th,76.55,31.62,Rodriguez High School
29215,Elizabeth Jones,M,11th,82.16,99.6,Rodriguez High School
29216,Jessica Garcia,M,10th,89.89,76.42,Rodriguez High School
29217,Jessica Brown,F,9th,91.21,47.7,Rodriguez High School
29218,Joseph Williams,F,10th,83.77,73.25,Rodriguez High School
29219,Charles Rodriguez,M,10th,88.8,74.65,Rodriguez High School
29220,Robert Thomas,F,9th,51.97,9.48,Rodriguez High School
29221,John Davis,M,12th,70.67,89.96,Rodriguez High School
29222,Susan Williams,M,12th,58.92,66.94,Rodriguez High School
29223,Jessica Miller,M,10th,59.11,87.02,Rodriguez High School
29224,William Williams,F,10th,59.71,71.71,Rodriguez High School
29225,Linda Lopez,F,9th,82.27,79.97,Rodriguez High School
29226,Thomas Wilson,F,11th,85.54,61.22,Rodriguez High School
29227,Jessica Jackson,F,10th,50.24,50.06,Rodriguez High School
29228,Patricia Williams,F,11th,75.09,57.64,Rodriguez High School
29229,Richard Rodriguez,M,11th,64.86,82.04,Rodriguez High School
29230,Richard Lopez,F,11th,47.14,49.81,Rodriguez High School
29231,Joseph Williams,M,11th,97.86,74.88,Rodriguez High School
29232,John Johnson,M,10th,53.35,48.72,Rodriguez High School
29233,Jennifer Thomas,M,9th,52.66,75.48,Rodriguez High School
29234,Sarah Rodriguez,M,10th,74.95,44.05,Rodriguez High School
29235,John Thomas,M,12th,91.69,48.82,Rodriguez High School
29236,Patricia Wilson,M,11th,91.52,65.68,Rodriguez High School
29237,Patricia Moore,M,11th,53.57,52.09,Rodriguez High School
29238,Sarah Moore,M,10th,52.75,83.02,Rodriguez High School
29239,John Miller,M,11th,75.19,55.52,Rodriguez High School
29240,Richard Miller,M,12th,91.34,85.03,Rodriguez High School
29241,Richard Brown,M,11th,72.6,86.71,Rodriguez High School
29242,Jessica Anderson,F,10th,79.59,82.97,Rodriguez High School
29243,Richard Martinez,M,10th,53.51,69.53,Rodriguez High School
29244,Elizabeth Jones,M,9th,73.95,40.14,Rodriguez High School
29245,Patricia Jackson,M,11th,83.7,83.78,Rodriguez High School
29246,Joseph Rodriguez,F,12th,69.33,45.73,Rodriguez High School
29247,Jessica Brown,M,11th,75.6,66.92,Rodriguez High School
29248,David Taylor,M,10th,96.64,83.23,Rodriguez High School
29249,James Rodriguez,F,12th,44.3,81.01,Rodriguez High School
29250,Barbara Lopez,F,12th,74.53,81.87,Rodriguez High School
29251,Elizabeth Rodriguez,M,10th,58.23,59.52,Rodriguez High School
29252,Karen Thomas,M,12th,100.0,60.84,Rodriguez High School
29253,Richard Williams,M,11th,66.63,49.65,Rodriguez High School
29254,Sarah Brown,M,12th,60.63,70.41,Rodriguez High School
29255,Charles Gonzalez,F,10th,84.05,41.01,Rodriguez High School
29256,Richard Lopez,M,12th,55.12,73.93,Rodriguez High School
29257,James Johnson,M,10th,26.23,74.48,Rodriguez High School
29258,John Gonzalez,F,10th,82.27,57.08,Rodriguez High School
29259,Barbara Thomas,F,11th,94.0,86.76,Rodriguez High School
29260,Susan Wilson,M,12th,58.79,81.77,Rodriguez High School
29261,Thomas Jones,F,11th,57.42,88.11,Rodriguez High School
29262,Jennifer Martinez,M,9th,79.67,91.09,Rodriguez High School
29263,William Miller,M,9th,83.66,62.78,Rodriguez High School
29264,Patricia Miller,M,9th,80.86,55.96,Rodriguez High School
29265,David Garcia,M,9th,56.23,97.82,Rodriguez High School
29266,Jessica Thomas,M,11th,62.7,88.96,Rodriguez High School
29267,Richard Lopez,M,10th,59.0,60.81,Rodriguez High School
29268,Mary Gonzalez,M,11th,53.87,72.92,Rodriguez High School
29269,James Martinez,F,12th,86.75,53.79,Rodriguez High School
29270,Elizabeth Hernandez,M,11th,69.72,74.98,Rodriguez High School
29271,William Brown,M,11th,65.03,87.12,Rodriguez High School
29272,Thomas Jackson,F,9th,54.83,62.71,Rodriguez High School
29273,Elizabeth Gonzalez,F,12th,79.56,49.87,Rodriguez High School
29274,Mary Rodriguez,M,10th,67.11,72.95,Rodriguez High School
29275,Michael Martinez,M,10th,75.91,73.08,Rodriguez High School
29276,Barbara Martin,F,11th,55.59,72.01,Rodriguez High School
29277,David Brown,M,9th,89.88,88.25,Rodriguez High School
29278,Barbara Lopez,M,11th,82.51,32.85,Rodriguez High School
29279,Linda Martin,F,10th,73.4,61.94,Rodriguez High School
29280,Susan Miller,F,10th,72.37,60.78,Rodriguez High School
29281,John Jackson,F,12th,77.76,61.61,Rodriguez High School
29282,Susan Jackson,F,12th,73.87,74.5,Rodriguez High School
29283,Elizabeth Lopez,M,11th,97.66,77.44,Rodriguez High School
29284,Sarah Jackson,F,12th,67.09,67.76,Rodriguez High School
29285,Sarah Gonzalez,F,12th,43.37,40.07,Rodriguez High School
29286,Thomas Garcia,F,10th,90.48,78.62,Rodriguez High School
29287,Jessica Moore,M,9th,60.16,75.77,Rodriguez High School
29288,William Gonzalez,F,10th,72.77,79.72,Rodriguez High School
29289,Patricia Gonzalez,F,11th,56.14,41.03,Rodriguez High School
29290,John Brown,M,10th,49.82,65.8,Rodriguez High School
29291,Charles Smith,F,11th,88.39,66.82,Rodriguez High School
29292,James Rodriguez,F,11th,80.53,78.44,Rodriguez High School
29293,John Williams,M,9th,65.32,48.67,Rodriguez High School
29294,Sarah Johnson,F,11th,71.95,92.89,Rodriguez High School
29295,David Rodriguez,M,11th,89.24,68.76,Rodriguez High School
29296,Mary Martin,M,12th,49.36,69.18,Rodriguez High School
29297,Patricia Rodriguez,F,10th,72.98,58.8,Rodriguez High School
29298,Susan Jackson,M,12th,100.0,80.95,Rodriguez High School
29299,Jessica Wilson,F,10th,61.11,74.37,Rodriguez High School
29300,Joseph Moore,F,12th,84.96,75.28,Rodriguez High School
29301,Joseph Jackson,M,12th,67.96,64.82,Rodriguez High School
29302,William Thomas,M,12th,75.16,82.19,Rodriguez High School
29303,Thomas Martinez,M,12th,58.19,72.97,Rodriguez High School
29304,Robert Rodriguez,M,12th,72.22,41.9,Rodriguez High School
29305,Susan Martinez,F,12th,53.25,48.96,Rodriguez High School
29306,James Martin,M,12th,80.61,92.9,Rodriguez High School
29307,John Thomas,F,12th,85.93,56.68,Rodriguez High School
29308,Robert Gonzalez,F,10th,77.72,44.89,Rodriguez High School
29309,Robert Hernandez,F,12th,47.04,49.62,Rodriguez High School
29310,Thomas Williams,F,9th,52.73,66.99,Rodriguez High School
29311,Jennifer Thomas,M,12th,99.19,67.4,Rodriguez High School
29312,Karen Johnson,M,9th,72.74,57.02,Rodriguez High School
29313,Robert Jackson,M,10th,72.9,79.24,Rodriguez High School
29314,Karen Hernandez,F,12th,77.98,65.39,Rodriguez High School
29315,Sarah Williams,F,9th,84.63,60.99,Rodriguez High School
29316,Barbara Gonzalez,F,10th,57.79,59.18,Rodriguez High School
29317,Karen Martin,F,12th,68.72,42.22,Rodriguez High School
29318,William Rodriguez,F,9th,62.97,50.46,Rodriguez High School
29319,Michael Smith,F,11th,84.16,77.33,Rodriguez High School
29320,James Jackson,F,12th,66.43,60.06,Rodriguez High School
29321,John Miller,F,10th,54.55,91.47,Rodriguez High School
29322,Barbara Thomas,M,10th,83.77,68.93,Rodriguez High School
29323,Richard Moore,M,12th,100.0,56.16,Rodriguez High School
29324,Thomas Rodriguez,F,9th,56.33,50.32,Rodriguez High School
29325,Susan Jones,F,9th,73.68,68.5,Rodriguez High School
29326,David Martin,F,12th,76.68,74.12,Rodriguez High School
29327,Jennifer Garcia,M,11th,47.92,21.33,Rodriguez High School
29328,Linda Smith,F,9th,59.62,67.98,Rodriguez High School
29329,William Martinez,F,10th,86.49,91.72,Rodriguez High School
29330,Thomas Williams,F,12th,77.55,78.71,Rodriguez High School
29331,Richard Davis,M,11th,73.71,61.96,Rodriguez High School
29332,Karen Wilson,M,10th,88.85,52.97,Rodriguez High School
29333,Karen Davis,F,9th,80.21,43.13,Rodriguez High School
29334,Charles Gonzalez,M,10th,61.46,78.74,Rodriguez High School
29335,Jennifer Brown,M,12th,68.65,73.8,Rodriguez High School
29336,Jennifer Martin,F,11th,69.84,79.84,Rodriguez High School
29337,Mary Martinez,F,12th,66.02,66.01,Rodriguez High School
29338,David Hernandez,F,10th,81.59,73.67,Rodriguez High School
29339,John Hernandez,F,12th,85.99,74.72,Rodriguez High School
29340,Linda Taylor,F,9th,66.51,63.61,Rodriguez High School
29341,James Thomas,F,10th,75.29,86.37,Rodriguez High School
